"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AIToolCurrently.Using","Employment"
"2558","Potchefstroom Campus","Computer Science","I code primarily as a hobby","N/A","Primary/elementary school","Dart;HTML/CSS;JavaScript;PHP;Python;SQL","MariaDB;MySQL;SQLite","Firebase;Google Cloud;Vercel","Django;Express;jQuery;Node.js","Not Stated","ChatGPT;WolframAlpha","Learning about a codebase;Debugging and getting help","Student, full-time"
"2559","Potchefstroom Campus","Computer Science","I am a developer by profession","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C++;Dart;HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL","MySQL;SQLite","Amazon Web Services (AWS);Heroku","None","N/A","ChatGPT","Writing code;Debugging and getting help","Not employed, but looking for work"
"2560","Potchefstroom Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Engineer; data","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","JavaScript;Python;Scala;SQL;TypeScript;VBA","DuckDB;Microsoft SQL Server;PostgreSQL;SQLite","Amazon Web Services (AWS);Microsoft Azure","None","Not Stated","None","None","Employed, full-time"
"2561","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Assembly;Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript","Dynamodb;MariaDB;MongoDB;PostgreSQL","Amazon Web Services (AWS)","Angular;Node.js;Spring Boot","Not Stated","ChatGPT","Learning about a codebase;Writing code;Documenting code","Employed, full-time"
"2562","Potchefstroom Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript","None","Netlify;Vercel","Next.js;Node.js;React;Svelte","N/A","Bing AI;ChatGPT;Google Bard AI","Writing code;Documenting code;Debugging and getting help","Not employed, but looking for work"
"2563","Potchefstroom Campus","IT","I am learning to code","Data ;business analyst","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","C#;C++;Delphi;HTML/CSS;Java;JavaScript;PHP;SQL","Firebird;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle","Google Cloud;Heroku;VMware","Express;jQuery;Next.js;Node.js","Not Stated","ChatGPT;You.com","None","Employed, full-time"
"2564","Potchefstroom Campus","Data Science","I am a developer by profession","Academic researcher","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C++;Java;JavaScript;Python;Rust;SQL","Oracle;SQLite","None","Node.js;Vue.js","Not Stated","None","None","Student, full-time;Employed, part-time"
"2565","Potchefstroom Campus","Data Science","I code primarily as a hobby","N/A","Primary/elementary school","C;C#;C++;Go;HTML/CSS;Java;JavaScript;Julia;Kotlin;Lisp;PHP;Python;Ruby;Rust;SQL","Firebase Realtime Database;MongoDB;MySQL","Firebase;Render","Express;Node.js","N/A","ChatGPT","Writing code;Debugging and getting help;Committing and reviewing code","Not employed, and not looking for work"
"2566","Potchefstroom Campus","IT","I am learning to code","Seni;Executive (C-Suite, VP, etc.)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;Python","SQLite","None","Django","Other","ChatGPT","Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time"
"2567","Potchefstroom Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Student","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C;Haskell;HTML/CSS;Java;JavaScript;Prolog;Python;Rust;SQL","MySQL;SQLite","None","Django;Flask;jQuery","N/A","WolframAlpha","None","Independent contractor, freelancer, or self-employed;Not employed, but looking for work;Student, full-time"
"2568","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript","Microsoft SQL Server;PostgreSQL","Microsoft Azure","Angular;Spring Boot","Not Stated","ChatGPT","Learning about a codebase;Project planning;Writing code;Debugging and getting help;Testing code","Employed, full-time"
"2569","Potchefstroom Campus","Computer Science","I am a developer by profession","Engineering manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;Lua;PHP;Python;TypeScript","MongoDB;MySQL;Redis","Amazon Web Services (AWS)","Express;Node.js","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"2570","Potchefstroom Campus","Computer Science","I am a developer by profession","Other (please specify):","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#;C++;Java;JavaScript;PowerShell;Scala;SQL","MySQL;PostgreSQL;SQLite","None","Angular;ASP.NET;jQuery;Node.js;React;Spring Boot","Information Services; IT; Software Development; Technology","Bing AI;ChatGPT;Phind","None","Employed, full-time;Student, part-time"
"2571","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;SQL;TypeScript","Microsoft SQL Server","Amazon Web Services (AWS);Netlify","Angular;ASP.NET;ASP.NET CORE","Not Stated","None","None","Employed, full-time"
"2572","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;HTML/CSS;Python;SQL;TypeScript","PostgreSQL;Redis;SQLite;Supabase","Cloudflare;Digital Ocean;Linode, now Akamai;Vercel","Deno;Fastify;Node.js;Svelte","Not Stated","ChatGPT;WolframAlpha","Writing code;Documenting code;Debugging and getting help","Independent contractor, freelancer, or self-employed"
"2573","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Perl;Python;Ruby;Rust;VBA","MongoDB;PostgreSQL;SQLite","Amazon Web Services (AWS);VMware","Angular;Django;jQuery;Node.js;Ruby on Rails","Not Stated","ChatGPT","None","Independent contractor, freelancer, or self-employed;Employed, part-time"
"2574","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; full-stack","Some college/university study without earning a degree","C#;HTML/CSS;Java;JavaScript;SQL;TypeScript","Microsoft SQL Server","Netlify","Angular;ASP.NET;ASP.NET CORE;jQuery;Node.js","Insurance","None","Writing code;Testing code","Employed, full-time;Student, part-time"
"2575","Potchefstroom Campus","IT","I am a developer by profession","Developer; back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Python","MongoDB","Amazon Web Services (AWS);Hetzner","Flask","Information Services; IT; Software Development; Technology","ChatGPT","None","Employed, full-time"
"2576","Potchefstroom Campus","Computer Science","I am a developer by profession","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript","Microsoft SQL Server;MySQL","Amazon Web Services (AWS);Microsoft Azure;VMware","Angular;ASP.NET;ASP.NET CORE;React;Svelte;Vue.js","Not Stated","ChatGPT","None","Student, full-time"
"2577","Potchefstroom Campus","Computer Science","I code primarily as a hobby","N/A","Some college/university study without earning a degree","Go;Haskell;HTML/CSS;OCaml;Rust;TypeScript","None","None","None","N/A","ChatGPT","Debugging and getting help;Other (please describe)","Not employed, and not looking for work"
"2578","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA;Visual Basic (.Net)","Cassandra;Cosmos DB;Dynamodb;Elasticsearch;Firebase Realtime Database;MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Heroku;Microsoft Azure;Render;Vercel;VMware","Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;Deno;FastAPI;jQuery;Next.js;Node.js;React;Vue.js;WordPress","Information Services; IT; Software Development; Technology","Bing AI;ChatGPT;Google Bard AI;Neeva AI;Perplexity AI;Quora Poe;WolframAlpha","None","Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time"
"2579","Potchefstroom Campus","Computer Science","I code primarily as a hobby","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C#;Java;Python","MySQL","Google Cloud","None","Not Stated","Bing AI;ChatGPT;WolframAlpha","None","Student, full-time"
"2580","Potchefstroom Campus","Data Science","I am a developer by profession","Seni;Executive (C-Suite, VP, etc.)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Apex;JavaScript;PHP;SQL","PostgreSQL","VMware","None","Not Stated","None","None","Employed, full-time"
"2581","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Java;SQL","Cassandra;Clickhouse;Couchbase;Elasticsearch;Firebase Realtime Database;H2;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Heroku;Microsoft Azure;OpenShift","Spring Boot","Not Stated","ChatGPT","Writing code","Employed, full-time"
"2582","Potchefstroom Campus","Computer Science","I am a developer by profession","Database administrator","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","SQL","Microsoft SQL Server","None","None","Higher Education","None","None","Employed, full-time"
"2583","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; full-stack","Primary/elementary school","HTML/CSS;JavaScript;PHP;SQL","MariaDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Vercel","Laravel;Next.js;Nuxt.js;React;Vue.js","Not Stated","ChatGPT","Writing code","Employed, full-time"
"2584","Potchefstroom Campus","IT","I am a developer by profession","Engineering manager","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Python","None","None","None","Manufacturing; Transportation; Supply Chain","None","None","Employed, full-time"
"2585","Potchefstroom Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","DevOps specialist","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);Dart;Kotlin;Python;SQL","PostgreSQL;Redis;SQLite","Hetzner;OVH","FastAPI","Not Stated","ChatGPT;WolframAlpha","Writing code;Documenting code","Employed, part-time;Student, part-time"
"2586","Potchefstroom Campus","Computer Science","I am a developer by profession","Cloud infrastructure engineer","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL","MongoDB;PostgreSQL;Redis","Amazon Web Services (AWS);Digital Ocean;Heroku","Node.js;Ruby on Rails;Vue.js","Not Stated","ChatGPT","Writing code","Employed, full-time"
"2587","Potchefstroom Campus","IT","I code primarily as a hobby","Student","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","HTML/CSS;JavaScript;Python;TypeScript","Cloud Firestore;Firebase Realtime Database","Firebase;Google Cloud;Vercel","Gatsby;jQuery;Next.js;Node.js;React","N/A","Bing AI;ChatGPT","None","Not employed, but looking for work;Not employed, and not looking for work"
"2588","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Delphi;HTML/CSS;JavaScript;PHP;SQL","IBM DB2;InfluxDB;MongoDB;MySQL;SQLite","Amazon Web Services (AWS);VMware","Angular;AngularJS;ASP.NET;ASP.NET CORE;jQuery;Laravel;Vue.js","Financial Services","None","None","Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time"
"2589","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Kotlin;Python;Rust;SQL","MariaDB;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Google Cloud","None","Not Stated","None","Writing code","Employed, full-time"
"2590","Potchefstroom Campus","Data Science","I am learning to code","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;SQL;TypeScript","Firebase Realtime Database;H2;Microsoft SQL Server;MySQL;PostgreSQL","None","Express;Node.js;React;Spring Boot","N/A","ChatGPT","Learning about a codebase;Debugging and getting help","Independent contractor, freelancer, or self-employed;Not employed, but looking for work"
"2591","Potchefstroom Campus","IT","I am a developer by profession","Developer; desktop ;enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript","IBM DB2;SQLite","Amazon Web Services (AWS);Cloudflare;Google Cloud","Angular;AngularJS;jQuery;Node.js;Spring Boot;Svelte;Vue.js","Financial Services","WolframAlpha","None","Employed, full-time"
"2592","Potchefstroom Campus","Data Science","I used to be a developer by profession, but no longer am","Project manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;TypeScript;VBA","Microsoft Access;Microsoft SQL Server","Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery","Not Stated","Bing AI","None","Employed, full-time"
"2593","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; back-end","Some college/university study without earning a degree","JavaScript;Ruby;Rust","Clickhouse;PostgreSQL","None","Vue.js","Financial Services","ChatGPT","Writing code","Employed, full-time"
"2594","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net)","Microsoft SQL Server;PostgreSQL","Amazon Web Services (AWS);Microsoft Azure","Node.js;Vue.js","Not Stated","None","None","Employed, full-time"
"2595","Potchefstroom Campus","IT","I code primarily as a hobby","N/A","Primary/elementary school","Assembly;C;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript","MySQL;Redis;SQLite;Supabase","None","Angular;AngularJS;Deno;Django;Express;FastAPI;jQuery;Node.js;Nuxt.js;Svelte;Vue.js","N/A","None","Writing code;Debugging and getting help;Testing code;Committing and reviewing code","Student, part-time;Not employed, and not looking for work"
"2596","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;Ruby;TypeScript","Redis","Amazon Web Services (AWS);Cloudflare;Firebase;Heroku","jQuery;Node.js;React;Ruby on Rails","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"2597","Potchefstroom Campus","IT","I am a developer by profession","Developer; mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;PowerShell;TypeScript","Cloud Firestore;Firebase Realtime Database;MongoDB","Firebase;Google Cloud;Netlify;Vercel","Express;NestJS;Next.js;Node.js;React","Information Services; IT; Software Development; Technology","ChatGPT","Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time"
"2598","Potchefstroom Campus","IT","I am a developer by profession","Data scientist ;machine learning specialist","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","R","PostgreSQL","Netlify","None","Insurance","ChatGPT","Learning about a codebase;Writing code;Debugging and getting help","Employed, full-time"
"2599","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Associate degree (A.A., A.S., etc.)","Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript","MariaDB;MySQL;PostgreSQL","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud","Deno;Django;Laravel;React;WordPress","Not Stated","Bing AI;ChatGPT","Writing code;Documenting code","Employed, full-time;Independent contractor, freelancer, or self-employed"
"2600","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C#;C++;Go;HTML/CSS;JavaScript;TypeScript","Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS)","Angular;ASP.NET;ASP.NET CORE;Blazor;NestJS","Not Stated","Andi","Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ","Employed, part-time;Student, part-time"
"2601","Potchefstroom Campus","Data Science","I am learning to code","Project manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Zig","Elasticsearch;MySQL","Microsoft Azure","None","Information Services; IT; Software Development; Technology","ChatGPT","None","Employed, full-time"
"2602","Potchefstroom Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Data ;business analyst","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C++;Cobol;Python;Rust","None","None","None","Not Stated","ChatGPT","Learning about a codebase;Project planning;Debugging and getting help;Testing code","Employed, full-time"
"2603","Potchefstroom Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","N/A","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C++;Python;Rust","None","Amazon Web Services (AWS)","None","Not Stated","ChatGPT","Learning about a codebase;Writing code","Student, full-time"
"2604","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C++;HTML/CSS;JavaScript;Python;TypeScript","Elasticsearch;PostgreSQL;Redis;SQLite","None","Express;Node.js;React","Not Stated","ChatGPT","Debugging and getting help","Employed, full-time"
"2605","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; full-stack","Some college/university study without earning a degree","C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net)","Microsoft SQL Server","Cloudflare;Managed Hosting;Microsoft Azure","ASP.NET;ASP.NET CORE;jQuery","Financial Services","Google Bard AI","Writing code;Debugging and getting help","Employed, full-time"
"2606","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;Solidity","Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Digital Ocean;Firebase;Heroku;Netlify","Django;Express;jQuery;Next.js;Node.js;React;Spring Boot","Information Services; IT; Software Development; Technology","Bing AI;ChatGPT;You.com","Learning about a codebase;Writing code;Debugging and getting help","Employed, full-time;Independent contractor, freelancer, or self-employed;Student, full-time"
"2607","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;SQL;TypeScript","Firebase Realtime Database;MongoDB;MySQL","Netlify;Vercel","Angular;CodeIgniter;FastAPI;Laravel;Next.js;Node.js;React;Vue.js;WordPress","N/A","ChatGPT","None","Not employed, but looking for work;Employed, part-time;Student, part-time"
"2608","Potchefstroom Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Educator","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C++;Java;JavaScript;PHP","None","Google Cloud","None","Higher Education","None","None","Employed, full-time"
"2609","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; game ;graphics","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C;C++;Rust","None","None","None","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"2610","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Ada;C;C#;HTML/CSS;JavaScript;Rust;TypeScript","PostgreSQL","None","React","Information Services; IT; Software Development; Technology","WolframAlpha","None","Employed, full-time"
"2611","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;PowerShell;SQL","Microsoft SQL Server","None","ASP.NET CORE;jQuery","Financial Services","None","None","Employed, full-time"
"2612","Potchefstroom Campus","IT","I code primarily as a hobby","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Python;Rust;SQL;TypeScript","Firebase Realtime Database","Firebase","Svelte","Not Stated","None","None","Student, full-time"
"2613","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; full-stack","Some college/university study without earning a degree","C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript","Cosmos DB;Dynamodb;Elasticsearch;Microsoft SQL Server;PostgreSQL","Amazon Web Services (AWS);Microsoft Azure","Angular;ASP.NET CORE;Express;NestJS;Next.js;Node.js;React","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"2614","Potchefstroom Campus","Data Science","I code primarily as a hobby","N/A","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C;C++;Go;HTML/CSS;Rust;TypeScript;Zig","None","None","None","Not Stated","None","None","Student, full-time"
"2615","Potchefstroom Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Designer","Some college/university study without earning a degree","C#;HTML/CSS;JavaScript;SQL","Microsoft SQL Server","None","ASP.NET;ASP.NET CORE","Not Stated","None","None","Employed, full-time"
"2616","Potchefstroom Campus","IT","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;HTML/CSS;JavaScript;Lua;SQL;TypeScript","PostgreSQL","Amazon Web Services (AWS);Cloudflare;Google Cloud","Express;NestJS;Next.js;Node.js;React","Retail and Consumer Services","ChatGPT","Writing code;Documenting code;Testing code","Employed, full-time"
"2617","Potchefstroom Campus","Computer Science","I used to be a developer by profession, but no longer am","Security professional","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Go;JavaScript;Perl;TypeScript","SQLite","None","None","Information Services; IT; Software Development; Technology","None","None","Employed, full-time"
"2618","Potchefstroom Campus","Data Science","I am a developer by profession","Seni;Executive (C-Suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL","MySQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud","Laravel;Vue.js","Other","ChatGPT","Learning about a codebase;Project planning;Writing code;Debugging and getting help;Testing code","Employed, full-time;Independent contractor, freelancer, or self-employed"
"2619","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript","None","Amazon Web Services (AWS)","Express;jQuery;Node.js","Not Stated","None","None","Employed, full-time"
"2620","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C#;C++;PowerShell;Python","None","None","None","Not Stated","None","None","Employed, full-time"
"2621","Potchefstroom Campus","Computer Science","None of these","Not Stated","Not Stated","Not Stated","None","None","None","Not Stated","None","None","Not Stated"
"2622","Potchefstroom Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","System administrator","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C#;PowerShell","Microsoft SQL Server;Oracle;SQLite","Linode, now Akamai","ASP.NET CORE;Blazor","Not Stated","Bing AI;ChatGPT","Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time"
"2623","Potchefstroom Campus","Data Science","I code primarily as a hobby","N/A","Primary/elementary school","C#;GDScript;HTML/CSS;JavaScript;Lua;Python;Rust;TypeScript","MongoDB","Netlify","Node.js;React","Not Stated","ChatGPT","None","Student, full-time"
"2624","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL","MySQL;PostgreSQL;Solr","Digital Ocean;Vercel","Express;jQuery;Lit;Node.js;React;Svelte","Not Stated","None","None","Employed, full-time"
"2625","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; back-end","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);Haskell;Java;Lisp;PowerShell;SQL","MySQL;Oracle","Amazon Web Services (AWS)","Spring Boot","Not Stated","None","None","Employed, full-time"
"2626","Potchefstroom Campus","Data Science","I am a developer by profession","Developer; back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;JavaScript;TypeScript","BigQuery;Microsoft SQL Server;MongoDB;MySQL","Amazon Web Services (AWS);Vercel","Angular;Next.js","Information Services; IT; Software Development; Technology","Bing AI;ChatGPT","Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ","Employed, full-time;Student, part-time"
"2627","Potchefstroom Campus","Data Science","I am a developer by profession","Engineer; data","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Java;Python;SQL","Cockroachdb;Microsoft SQL Server;MySQL;Oracle;Snowflake","Amazon Web Services (AWS);Google Cloud","None","Retail and Consumer Services","WolframAlpha","None","Employed, full-time"
"2628","Potchefstroom Campus","IT","I code primarily as a hobby","N/A","Something else","Bash/Shell (all shells);HTML/CSS;JavaScript;Python","None","Google Cloud","Flask;Node.js","Not Stated","ChatGPT;WolframAlpha","Writing code;Debugging and getting help","Student, full-time"
"2629","Potchefstroom Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Academic researcher","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Python;R","None","Amazon Web Services (AWS)","None","Healthcare","Bing AI;ChatGPT;Google Bard AI","Writing code;Documenting code;Testing code","Employed, full-time;Student, full-time"
"2630","Potchefstroom Campus","Computer Science","I am a developer by profession","Developer; full-stack","Some college/university study without earning a degree","C#;C++;Go;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript","Cassandra;Cloud Firestore;Cockroachdb;Dynamodb;Firebase Realtime Database;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Heroku;Linode, now Akamai;Netlify;Vercel;Vultr","Django;Express;FastAPI;Next.js;Node.js;React;Svelte;WordPress","Advertising Services","ChatGPT;Google Bard AI","Learning about a codebase;Writing code;Testing code;Committing and reviewing code","Independent contractor, freelancer, or self-employed"
"2631","Potchefstroom Campus","Data Science","I am a developer by profession","Student","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript;Kotlin;TypeScript","SQLite","None","None","N/A","Phind","Other (please describe)","Not employed, but looking for work;Student, part-time"
"2632","Potchefstroom Campus","IT","I am a developer by profession","Developer; full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","JavaScript;PHP","MariaDB;MySQL","None","Drupal","Not Stated","None","None","Employed, full-time;Independent contractor, freelancer, or self-employed"
"2633","Potchefstroom Campus","Computer Science","I am a developer by profession","Engineering manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript","Dynamodb;Elasticsearch;MariaDB;MongoDB;Neo4J;Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS);Cloudflare;Colocation","Angular;FastAPI;Flask;jQuery;Node.js;React;Spring Boot;Svelte","Not Stated","None","None","Employed, full-time"
"2634","Potchefstroom Campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Educator","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;HTML/CSS;JavaScript;Python;Rust","PostgreSQL;SQLite","Amazon Web Services (AWS);Cloudflare;Google Cloud;Netlify","Lit;Next.js;Node.js;React","Higher Education","Bing AI;ChatGPT;WolframAlpha","None","Employed, full-time;Student, part-time"
